iter	Logloss
385	0.2184195602
386	0.2182826401
387	0.2180450999
388	0.2179055289
389	0.217774721
390	0.2176800131
391	0.2175182212
392	0.2171777292
393	0.2170837695
394	0.2169231503
395	0.2168507345
396	0.2164636438
397	0.2161200524
398	0.215716583
399	0.215597926
400	0.2154754635
401	0.2151679228
402	0.214842173
403	0.2147137914
404	0.2146067332
405	0.214464716
406	0.214305402
407	0.2141954651
408	0.2140903231
409	0.2139389504
410	0.2138230661
411	0.213716312
412	0.2134141974
413	0.2132580643
414	0.2129799848
415	0.2127866786
416	0.2126410928
417	0.2124384718
418	0.2122718775
419	0.2120348594
420	0.2119428157
421	0.2118430301
422	0.2116989078
423	0.2115754479
424	0.2114397759
425	0.2112224755
426	0.211115607
427	0.2109790511
428	0.2108776715
429	0.2107766127
430	0.2106385613
431	0.2103227823
432	0.2101944039
433	0.2100640885
434	0.2099221294
435	0.2096652884
436	0.2095556148
437	0.209434319
438	0.2092608234
439	0.2090651132
440	0.2089621666
441	0.2088527427
442	0.2086872398
443	0.2084503971
444	0.2083190401
445	0.2082040461
446	0.2080955624
447	0.2079519104
448	0.207812556
449	0.2074932568
450	0.2073915339
451	0.2072206549
452	0.2070357946
453	0.2068449754
454	0.2066679844
455	0.2065890778
456	0.2064859413
457	0.2063906338
458	0.2062842773
459	0.2061273177
460	0.2060270242
461	0.2059404217
462	0.2057801762
463	0.2056938812
464	0.205590347
465	0.2055082142
466	0.2053421323
467	0.2052359126
468	0.2050926785
469	0.2049451016
470	0.2047823109
471	0.2046820914
472	0.204593153
473	0.204477013
474	0.2043244643
475	0.204230934
476	0.204107608
477	0.2040117219
478	0.2038643487
479	0.2037688605
480	0.2036983815
481	0.2034996741
482	0.2034198435
483	0.2032880244
484	0.20321471
485	0.2029881933
486	0.2028088578
487	0.2027110572
488	0.202624636
489	0.2025275785
490	0.202352921
491	0.2021885555
492	0.2020911558
493	0.2019131639
494	0.2017976236
495	0.201671678
496	0.2015276628
497	0.2013921992
498	0.2013028048
499	0.2011897569
500	0.2010677646
501	0.2009423547
502	0.2007781355
503	0.2006272336
504	0.2004462585
505	0.2003573682
506	0.200233522
507	0.2001320256
508	0.2000305773
509	0.1999013147
510	0.1997978525
511	0.1996785194
512	0.1995358725
513	0.199426141
514	0.1993085595
515	0.1992260251
516	0.1990916768
517	0.1989410061
518	0.1987352318
519	0.1985832098
520	0.1985018989
521	0.198344667
522	0.1982303785
523	0.1981484436
524	0.1979805105
525	0.1978998054
526	0.1977100186
527	0.1975230617
528	0.1972986547
529	0.1971759351
530	0.1970757447
531	0.1969861845
532	0.1968304164
533	0.1967458122
534	0.1966051863
535	0.1964915077
536	0.1963749023
537	0.1961804172
538	0.196084366
539	0.1959744133
540	0.1958393717
541	0.1957417832
542	0.1956855113
543	0.1955563878
544	0.1954337028
545	0.1953931288
546	0.1952846697
547	0.1951070349
548	0.1950383155
549	0.1949671812
550	0.1948833489
551	0.194700746
552	0.1945545804
553	0.1944535029
554	0.1943535611
555	0.1942084486
556	0.1940389207
557	0.1939470256
558	0.1938868579
559	0.1937438954
560	0.1936149713
561	0.193533878
562	0.1934150212
563	0.1933498044
564	0.1932348117
565	0.1930598003
566	0.1928917378
567	0.1928000584
568	0.1926995848
569	0.1926112312
570	0.1925213806
571	0.1924318323
572	0.1923469745
573	0.1921856899
574	0.1921167544
575	0.1919659656
576	0.1918724455
577	0.1917429243
578	0.1916398473
579	0.1915545471
580	0.1914491577
581	0.191344104
582	0.1912403957
583	0.1911632266
584	0.1911028253
585	0.1909549499
586	0.1908292382
587	0.1907401203
588	0.190638359
589	0.190513868
590	0.1903351183
591	0.1902439408
592	0.1902035123
593	0.1901163938
594	0.1899006505
595	0.1898023537
596	0.1896370541
597	0.1895076129
598	0.1893926118
599	0.1892495665
600	0.189115697
601	0.1890367356
602	0.1888050889
603	0.1886702722
604	0.1885726693
605	0.1884430297
606	0.1882979699
607	0.1882486641
608	0.1881770321
609	0.1879948696
610	0.1879039202
611	0.1877637267
612	0.1876928373
613	0.1876356194
614	0.1874110807
615	0.1872723762
616	0.1871612751
617	0.1870455595
618	0.1869378924
619	0.1868222898
620	0.1867201542
621	0.1866426519
622	0.186512245
623	0.1862957496
624	0.1862310437
625	0.1862014239
626	0.1860839104
627	0.1859872284
628	0.18587566
629	0.185694812
630	0.1855498048
631	0.1854839358
632	0.1853712277
633	0.1852895465
634	0.1852106869
635	0.185118033
636	0.1850768595
637	0.1849720111
638	0.1849033843
639	0.1847804164
640	0.1844110164
641	0.1842760319
642	0.1841845074
643	0.1840665909
644	0.1838854468
645	0.1837217706
646	0.1836722096
647	0.1836270938
648	0.1835457295
649	0.1834308253
650	0.183310341
651	0.183184733
652	0.1830847473
653	0.1829807055
654	0.1827713512
655	0.1826460179
656	0.1825367662
657	0.1824734755
658	0.1824142912
659	0.1823108448
660	0.1822014877
661	0.1821142254
662	0.1819741614
663	0.181868147
664	0.1818009081
665	0.1817164259
666	0.1814164739
667	0.1812306873
668	0.1810837008
669	0.1809867476
670	0.1808758526
671	0.1807700349
672	0.1806711967
673	0.1805162198
674	0.1804328898
675	0.1802032903
676	0.1799750267
677	0.1798237893
678	0.1797366954
679	0.1796619792
680	0.1796010083
681	0.1795087167
682	0.1793984661
683	0.1793320944
684	0.1792859181
685	0.1792016699
686	0.1790953272
687	0.1789797384
688	0.1788963735
689	0.1788041137
690	0.1787051657
691	0.1785788503
692	0.1785131046
693	0.1784722066
694	0.1783809692
695	0.1782563594
696	0.1781609894
697	0.1781225038
698	0.1780276023
699	0.177908566
700	0.1777994599
701	0.1776614194
702	0.17757579
703	0.1775070736
704	0.1774497753
705	0.1773753545
706	0.1772922505
707	0.177174138
708	0.1770228466
709	0.1769850261
710	0.1768983581
711	0.1767856505
712	0.1766476898
713	0.1765693741
714	0.1764660937
715	0.1763579597
716	0.1762764242
717	0.1762232124
718	0.1760168006
719	0.175871062
720	0.1757745146
721	0.1756666018
722	0.1755935514
723	0.1754900827
724	0.175377412
725	0.1752751194
726	0.1751752156
727	0.17498035
728	0.1748965434
729	0.1748118999
730	0.1747593089
731	0.1746757229
732	0.1746017503
733	0.1745785398
734	0.1744902529
735	0.1743940592
736	0.1742546727
737	0.1741420771
738	0.1740323426
739	0.1739444279
740	0.1738938524
741	0.1738057243
742	0.1736628652
743	0.1735769614
744	0.1735072229
745	0.1733443884
746	0.1733003342
747	0.1732012871
748	0.1730949707
749	0.1730325699
750	0.1729522723
751	0.1728580641
752	0.1727194537
753	0.1726215356
754	0.1725721351
755	0.1724729185
756	0.1724171308
757	0.1723231155
758	0.17224571
759	0.1720513308
760	0.1719077578
761	0.1717961235
762	0.1716929863
763	0.171616217
764	0.1715574565
765	0.1714415402
766	0.1713815117
767	0.1712588378
768	0.1711705616
769	0.1710667944
770	0.1709169241
771	0.1708358682
772	0.1707259378
773	0.1706414423
774	0.1706218433
775	0.1705169512
776	0.1704530502
777	0.1703643681
778	0.1702583851
779	0.1702169113
780	0.1701258384
781	0.1700595965
782	0.1699194601
783	0.1698195601
784	0.1697299904
785	0.1696250699
786	0.1695658594
787	0.169424733
788	0.1693025306
789	0.1691712182
790	0.169065969
791	0.1689048686
792	0.1688627934
793	0.1688037892
794	0.168757457
795	0.1686868206
796	0.1686200252
797	0.1685142648
798	0.1684490386
799	0.1683502282
800	0.1681980431
801	0.1680970802
802	0.167986492
803	0.1678679878
804	0.1677262205
805	0.1676044982
806	0.1675101934
807	0.1674172428
808	0.1673674818
809	0.1672547455
810	0.1671909057
811	0.1671215202
812	0.1670583844
813	0.1669439728
814	0.1668874094
815	0.1668485941
816	0.1667172116
817	0.1666169601
818	0.1664946337
819	0.1663684742
820	0.1663198237
821	0.1662506977
822	0.1662081756
823	0.1660728708
824	0.1659615263
825	0.1658313599
826	0.1657581315
827	0.1656611465
828	0.1655507017
829	0.1654873202
830	0.1653854066
831	0.1652855446
832	0.165255242
833	0.1651851934
834	0.1650888206
835	0.1650281741
836	0.1649817784
837	0.164925668
838	0.1648720229
839	0.1648335796
840	0.1647917071
841	0.1646858949
842	0.1645684589
843	0.1644844584
844	0.164402571
845	0.1643534227
846	0.1642947262
847	0.1642167761
848	0.1641488659
849	0.1640932807
850	0.1640219534
851	0.1638918422
852	0.1638312505
853	0.1637487169
854	0.163697305
855	0.163628045
856	0.1635577476
857	0.1635051272
858	0.1634209281
859	0.1633377064
860	0.1632309934
861	0.1631772791
862	0.1630743075
863	0.1630159043
864	0.1629115702
865	0.1628872225
866	0.1627783199
867	0.1626815383
868	0.1626723176
869	0.1626184419
870	0.1625039839
871	0.1624627264
872	0.1623594119
873	0.1622728689
874	0.1621892681
875	0.1621043404
876	0.1620091304
877	0.1619408363
878	0.1618574294
879	0.1618246136
880	0.161745309
881	0.1616113799
882	0.1615774058
883	0.1615216593
884	0.161397849
885	0.1613523524
886	0.1612993254
887	0.161237173
888	0.1611479926
889	0.1611005408
890	0.1609992526
891	0.1609069675
892	0.1608402481
893	0.1607504046
894	0.1607179997
895	0.1606680131
896	0.1605768836
897	0.1605457306
898	0.1604843255
899	0.1604409046
900	0.1603939563
901	0.1602803898
902	0.1602104387
903	0.1601536451
904	0.1601028304
905	0.159990912
906	0.1598797323
907	0.1597883498
908	0.1597034935
909	0.1595605916
910	0.1595075969
911	0.1594255958
912	0.159388004
913	0.1593307298
914	0.1592600125
915	0.1591809581
916	0.1591286097
917	0.1590547073
918	0.1589604153
919	0.1588871247
920	0.1588259459
921	0.1587661386
922	0.1587028442
923	0.1586181992
924	0.1585212127
925	0.1584314082
926	0.1583079168
927	0.1582552082
928	0.1581972226
929	0.1581153934
930	0.1580381009
931	0.1579877413
932	0.1579022557
933	0.1578386945
934	0.1577687814
935	0.1576886739
936	0.1576304052
937	0.1575412052
938	0.1574308342
939	0.1573796214
940	0.1573396485
941	0.1572186659
942	0.1571221976
943	0.1570774229
944	0.1570026138
945	0.1568813086
946	0.1568039142
947	0.1567285988
948	0.1566560001
949	0.1565797315
950	0.1565422703
951	0.1564974557
952	0.1563668678
953	0.1562952155
954	0.1562483767
955	0.1561308523
956	0.1560688511
957	0.1559557866
958	0.1558327032
959	0.1557655399
960	0.1557024277
961	0.155633847
962	0.1555252009
963	0.1554130148
964	0.1553521847
965	0.1552512318
966	0.1551886131
967	0.155107118
968	0.1550688501
969	0.1549926671
970	0.1549392424
971	0.1548980011
972	0.1547911798
973	0.154718875
974	0.1546767814
975	0.1545969642
976	0.15454126
977	0.1544897837
978	0.1543981871
979	0.1543040391
980	0.1542375387
981	0.1542015104
982	0.1541406029
983	0.1540306825
984	0.1539631976
985	0.1538829853
986	0.1538154299
987	0.1537738543
988	0.153720852
989	0.1536459853
990	0.1535672476
991	0.1535081599
992	0.1534734917
993	0.1534108241
994	0.1533729944
995	0.1533186519
996	0.1532800359
997	0.1532119074
998	0.1531320556
999	0.1530569928
