iter	Passed	Remaining
413	3260	4615
414	3268	4607
415	3275	4598
416	3283	4590
417	3290	4581
418	3297	4572
419	3305	4564
420	3312	4555
421	3319	4546
422	3325	4536
423	3333	4528
424	3340	4519
425	3349	4513
426	3356	4504
427	3364	4496
428	3370	4486
429	3378	4479
430	3386	4470
431	3394	4462
432	3400	4452
433	3407	4443
434	3415	4435
435	3421	4426
436	3429	4418
437	3436	4409
438	3444	4401
439	3451	4393
440	3459	4385
441	3466	4376
442	3473	4366
443	3481	4359
444	3487	4350
445	3495	4342
446	3503	4334
447	3512	4327
448	3518	4318
449	3526	4310
450	3534	4302
451	3543	4296
452	3550	4287
453	3559	4280
454	3566	4271
455	3574	4264
456	3581	4255
457	3590	4248
458	3597	4240
459	3605	4232
460	3615	4226
461	3623	4220
462	3632	4213
463	3642	4207
464	3650	4199
465	3660	4194
466	3667	4185
467	3675	4178
468	3682	4169
469	3691	4162
470	3698	4153
471	3706	4146
472	3713	4137
473	3720	4128
474	3728	4120
475	3735	4111
476	3744	4105
477	3750	4096
478	3760	4090
479	3767	4081
480	3775	4073
481	3782	4064
482	3791	4057
483	3798	4049
484	3807	4043
485	3815	4034
486	3825	4029
487	3834	4022
488	3845	4018
489	3853	4010
490	3863	4004
491	3871	3997
492	3880	3990
493	3890	3984
494	3899	3978
495	3910	3973
496	3919	3966
497	3926	3957
498	3934	3950
499	3942	3942
500	3952	3936
501	3959	3928
502	3968	3921
503	3976	3913
504	3985	3906
505	3991	3897
506	4000	3890
507	4007	3881
508	4016	3874
509	4024	3866
510	4031	3857
511	4039	3850
512	4046	3841
513	4054	3833
514	4061	3824
515	4070	3818
516	4077	3809
517	4085	3801
518	4092	3792
519	4101	3785
520	4107	3776
521	4115	3769
522	4122	3760
523	4130	3752
524	4137	3743
525	4144	3734
526	4152	3726
527	4159	3718
528	4168	3711
529	4175	3702
530	4184	3695
531	4191	3686
532	4199	3679
533	4206	3670
534	4216	3664
535	4223	3655
536	4232	3648
537	4239	3640
538	4246	3632
539	4253	3623
540	4260	3615
541	4267	3606
542	4274	3597
543	4283	3590
544	4290	3581
545	4297	3573
546	4304	3564
547	4312	3556
548	4318	3547
549	4325	3539
550	4332	3530
551	4339	3522
552	4347	3514
553	4356	3506
554	4363	3498
555	4370	3490
556	4379	3483
557	4386	3474
558	4394	3466
559	4401	3458
560	4409	3450
561	4416	3441
562	4422	3432
563	4430	3425
564	4437	3416
565	4445	3409
566	4452	3400
567	4461	3393
568	4468	3384
569	4475	3376
570	4482	3368
571	4492	3361
572	4499	3352
573	4507	3345
574	4514	3336
575	4520	3327
576	4528	3320
577	4535	3311
578	4543	3303
579	4550	3295
580	4559	3287
581	4565	3279
582	4573	3271
583	4580	3262
584	4586	3253
585	4595	3246
586	4602	3238
587	4610	3230
588	4617	3221
589	4625	3214
590	4632	3205
591	4640	3198
592	4646	3189
593	4654	3181
594	4661	3173
595	4669	3165
596	4677	3157
597	4683	3148
598	4692	3141
599	4699	3133
600	4708	3126
601	4715	3117
602	4723	3109
603	4730	3101
604	4740	3094
605	4746	3086
606	4755	3078
607	4761	3070
608	4769	3062
609	4776	3054
610	4783	3045
611	4791	3037
612	4797	3028
613	4806	3021
614	4813	3013
615	4820	3005
616	4827	2996
617	4835	2988
618	4842	2980
619	4849	2972
620	4856	2964
621	4864	2956
622	4872	2948
623	4879	2940
624	4888	2933
625	4895	2924
626	4903	2916
627	4910	2908
628	4919	2901
629	4926	2893
630	4934	2885
631	4940	2877
632	4948	2869
633	4955	2860
634	4962	2852
635	4970	2844
636	4976	2835
637	4984	2828
638	4991	2819
639	4999	2812
640	5006	2804
641	5015	2796
642	5022	2788
643	5030	2781
644	5038	2772
645	5044	2764
646	5052	2756
647	5059	2748
648	5067	2740
649	5074	2732
650	5081	2724
651	5088	2715
652	5097	2708
653	5103	2700
654	5110	2691
655	5119	2684
656	5125	2676
657	5135	2669
658	5142	2660
659	5150	2653
660	5157	2644
661	5165	2637
662	5172	2628
663	5179	2620
664	5186	2612
665	5193	2604
666	5200	2596
667	5207	2588
668	5215	2580
669	5222	2572
670	5230	2564
671	5237	2556
672	5245	2548
673	5252	2540
674	5260	2532
675	5267	2524
676	5274	2516
677	5280	2508
678	5287	2499
679	5295	2491
680	5301	2483
681	5309	2475
682	5316	2467
683	5323	2459
684	5331	2451
685	5337	2443
686	5346	2435
687	5352	2427
688	5360	2419
689	5366	2411
690	5375	2403
691	5381	2395
692	5389	2387
693	5396	2379
694	5402	2370
695	5411	2363
696	5417	2355
697	5426	2347
698	5433	2339
699	5441	2332
700	5447	2323
701	5456	2316
702	5462	2307
703	5469	2299
704	5476	2291
705	5483	2283
706	5490	2275
707	5497	2267
708	5505	2259
709	5511	2251
710	5518	2243
711	5526	2235
712	5535	2228
713	5544	2220
714	5550	2212
715	5559	2205
716	5565	2196
717	5573	2189
718	5580	2181
719	5589	2173
720	5595	2165
721	5604	2157
722	5610	2149
723	5618	2141
724	5625	2133
725	5632	2125
726	5641	2118
727	5648	2110
728	5656	2102
729	5663	2094
730	5671	2087
731	5678	2078
732	5686	2071
733	5692	2062
734	5698	2054
735	5706	2046
736	5712	2038
737	5720	2030
738	5727	2022
739	5735	2015
740	5742	2007
741	5750	1999
742	5757	1991
743	5764	1983
744	5772	1975
745	5779	1967
746	5787	1960
747	5794	1952
748	5802	1944
749	5808	1936
750	5816	1928
751	5823	1920
752	5830	1912
753	5838	1904
754	5845	1896
755	5853	1889
756	5860	1881
757	5870	1874
758	5877	1866
759	5885	1858
760	5892	1850
761	5900	1842
762	5906	1834
763	5915	1827
764	5923	1819
765	5931	1811
766	5937	1803
767	5944	1795
768	5953	1788
769	5959	1780
770	5968	1772
771	5974	1764
772	5982	1756
773	5989	1749
774	5997	1741
775	6004	1733
776	6012	1725
777	6019	1717
778	6025	1709
779	6033	1701
780	6041	1693
781	6049	1686
782	6057	1678
783	6065	1671
784	6072	1663
785	6081	1655
786	6087	1647
787	6096	1640
788	6103	1632
789	6111	1624
790	6118	1616
791	6124	1608
792	6132	1600
793	6138	1592
794	6146	1585
795	6153	1576
796	6162	1569
797	6169	1561
798	6177	1554
799	6184	1546
800	6192	1538
801	6199	1530
802	6207	1522
803	6214	1515
804	6221	1507
805	6229	1499
806	6236	1491
807	6244	1483
808	6250	1475
809	6258	1468
810	6265	1460
811	6272	1452
812	6280	1444
813	6287	1436
814	6295	1428
815	6301	1421
816	6311	1413
817	6318	1405
818	6326	1398
819	6333	1390
820	6341	1382
821	6347	1374
822	6354	1366
823	6362	1358
824	6368	1350
825	6377	1343
826	6384	1335
827	6392	1327
828	6399	1320
829	6406	1312
830	6413	1304
831	6421	1296
832	6427	1288
833	6434	1280
834	6442	1273
835	6449	1265
836	6457	1257
837	6464	1249
838	6472	1241
839	6478	1234
840	6484	1226
841	6493	1218
842	6500	1210
843	6508	1202
844	6515	1195
845	6523	1187
846	6529	1179
847	6537	1171
848	6544	1163
849	6552	1156
850	6559	1148
851	6566	1140
852	6574	1133
853	6581	1125
854	6590	1117
855	6597	1109
856	6605	1102
857	6612	1094
858	6620	1086
859	6627	1078
860	6635	1071
861	6641	1063
862	6649	1055
863	6656	1047
864	6663	1039
865	6671	1032
866	6677	1024
867	6686	1016
868	6692	1008
869	6701	1001
870	6710	993
871	6718	986
872	6725	978
873	6733	970
874	6740	962
875	6747	955
876	6755	947
877	6761	939
878	6770	931
879	6776	924
880	6785	916
881	6791	908
882	6800	901
883	6807	893
884	6815	885
885	6822	877
886	6828	869
887	6836	862
888	6843	854
889	6852	846
890	6859	839
891	6867	831
892	6874	823
893	6882	816
894	6889	808
895	6897	800
896	6904	792
897	6912	785
898	6919	777
899	6926	769
900	6934	761
901	6941	754
902	6949	746
903	6956	738
904	6964	731
905	6970	723
906	6978	715
907	6985	707
908	6992	699
909	7000	692
910	7006	684
911	7015	676
912	7022	669
913	7030	661
914	7037	653
915	7048	646
916	7054	638
917	7062	630
918	7070	623
919	7077	615
920	7084	607
921	7092	599
922	7098	592
923	7106	584
924	7116	577
925	7123	569
926	7131	561
927	7137	553
928	7145	546
929	7152	538
930	7161	530
931	7167	522
932	7175	515
933	7182	507
934	7189	499
935	7197	492
936	7204	484
937	7211	476
938	7218	468
939	7227	461
940	7234	453
941	7242	445
942	7248	438
943	7257	430
944	7263	422
945	7270	415
946	7278	407
947	7285	399
948	7293	391
949	7300	384
950	7307	376
951	7314	368
952	7323	361
953	7329	353
954	7336	345
955	7344	338
956	7350	330
957	7358	322
958	7365	314
959	7373	307
960	7380	299
961	7387	291
962	7394	284
963	7401	276
964	7408	268
965	7415	261
966	7423	253
967	7431	245
968	7439	238
969	7446	230
970	7456	222
971	7462	214
972	7470	207
973	7477	199
974	7484	191
975	7491	184
976	7498	176
977	7506	168
978	7512	161
979	7524	153
980	7530	145
981	7539	138
982	7548	130
983	7559	122
984	7570	115
985	7578	107
986	7588	99
987	7595	92
988	7604	84
989	7611	76
990	7621	69
991	7630	61
992	7640	53
993	7646	46
994	7655	38
995	7662	30
996	7670	23
997	7677	15
998	7686	7
999	7692	0
